COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,154.5,127.5,139,123.5,112.5,110.5,Not Available,TNEA2025-01005,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,144.5,126.5,123,88.5,91,110.5,Not Available,TNEA2025-01006,INFORMATION TECHNOLOGY,it
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",TIRUCHIRAPPALLI,116.5,90.5,89.5,89,98,110.5,Not Available,TNEA2025-01007,MECHANICAL ENGINEERING,me
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1, 2, 4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",NAMAKKAL,122,115,Not Available,100.5,102.5,121.5,Not Available,TNEA2025-01008,COMPUTER SCIENCE AND ENGINEERING,cs
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1, 2, 4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",NAMAKKAL,87.5,115,Not Available,100.5,102.5,121.5,Not Available,TNEA2025-01009,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1, 2, 4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",NAMAKKAL,101,86.5,Not Available,84.5,102.5,85,Not Available,TNEA2025-01010,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1, 2, 4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",NAMAKKAL,113,83,Not Available,103.5,102.5,84,Not Available,TNEA2025-01011,INFORMATION TECHNOLOGY,it
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1, 2, 4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",NAMAKKAL,80,83,Not Available,103.5,102.5,84,Not Available,TNEA2025-01012,MECHANICAL ENGINEERING,me
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,130.5,91,92,105.5,87.5,89,Not Available,TNEA2025-01013,Artificial Intelligence and Data Science,ad
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,124,116,92,94.5,87.5,89,Not Available,TNEA2025-01014,CIVIL ENGINEERING,ce
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,128.5,88.5,116.5,88.5,91,118.5,Not Available,TNEA2025-01015,COMPUTER SCIENCE AND ENGINEERING,cs
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,95,86.5,94.5,88.5,91,118.5,Not Available,TNEA2025-01016,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,133,91.5,122.5,100,95.5,118.5,Not Available,TNEA2025-01017,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,128,95.5,112,82.5,107,118.5,Not Available,TNEA2025-01018,INFORMATION TECHNOLOGY,it
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",TENKASI,105,91.5,112,82.5,107,118.5,Not Available,TNEA2025-01019,MECHANICAL ENGINEERING,me
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,142,114.5,122.5,121.5,90.5,100.5,127.5,TNEA2025-01020,Artificial Intelligence and Data Science,ad
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,131,99.5,101.5,103,98.5,100.5,127.5,TNEA2025-01021,Bio Technology and Bio Chemical Engineering,bc
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,112.5,92.5,101.5,90.5,91,100.5,127.5,TNEA2025-01022,CIVIL ENGINEERING,ce
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,128.5,106,128.5,103,106,105.5,127.5,TNEA2025-01023,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,138,113.5,122,110.5,87.5,106.5,127.5,TNEA2025-01024,COMPUTER SCIENCE AND ENGINEERING,cs
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,127,114,99,102,116.5,106.5,127.5,TNEA2025-01025,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,140,118,132.5,121,96,106.5,127.5,TNEA2025-01026,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,140.5,101,133,95.5,82,101,127.5,TNEA2025-01027,FOOD TECHNOLOGY,fd
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,123.5,100.5,123,100.5,97,101,127.5,TNEA2025-01028,MECHANICAL ENGINEERING,me
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,136.5,121.5,122.5,117,127.5,124.5,127.5,TNEA2025-01029,PETRO CHEMICAL TECHNOLOGY,pc
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",COIMBATORE,154.5,117,122.5,110.5,136,124.5,127.5,TNEA2025-01030,PETROLEUM ENGINEERING,pe
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,98.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01031,AUTOMOBILE ENGINEERING,au
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,95,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01032,Artificial Intelligence and Data Science,ad
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,126.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01033,CIVIL ENGINEERING,ce
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,82.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01034,COMPUTER SCIENCE AND ENGINEERING,cs
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,86,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01035,Computer Science and Engineering (Cyber Security),sc
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,94,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01036,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,86,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01037,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,96,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01038,INFORMATION TECHNOLOGY,it
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ERODE,89,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01039,MECHANICAL ENGINEERING,me
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,122.5,102,155.5,142.5,88,122,Not Available,TNEA2025-01040,AGRICULTURAL ENGINEERING,ag
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,159.5,137.5,155.5,142.5,105.5,122,Not Available,TNEA2025-01041,Artificial Intelligence and Data Science,ad
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,165.5,129,155.5,80.5,141,122,Not Available,TNEA2025-01042,BIO MEDICAL ENGINEERING,bm
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,155.5,134.5,135,132.5,101.5,122,Not Available,TNEA2025-01043,COMPUTER SCIENCE AND ENGINEERING,cs
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,152.5,132,151,136.5,89.5,110.5,Not Available,TNEA2025-01044,Computer Science and Engineering (Cyber Security),sc
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,167,142.5,142,129.5,83,110.5,Not Available,TNEA2025-01045,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,144,113,109,107.5,125,110.5,Not Available,TNEA2025-01046,Electronics Engineering (VLSI Design and Technology),ev
1126,"JNN Institute of Engineering (Autonomous), Ushaa Garden, 90, Kannigaipair Village, Uthukottai Taluk, Thiruvallur-601102.",TIRUVALLUR,163,128.5,160,132,101,110.5,Not Available,TNEA2025-01047,ROBOTICS AND AUTOMATION,rm
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,146,133.5,97,94.5,129,123.5,Not Available,TNEA2025-01048,Artificial Intelligence and Data Science,ad
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,112,86.5,97,106.5,129,123.5,Not Available,TNEA2025-01049,CIVIL ENGINEERING,ce
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,135,109,97,114.5,97,123,Not Available,TNEA2025-01050,COMPUTER SCIENCE AND ENGINEERING,cs
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,106.5,86,97,97,90.5,123,Not Available,TNEA2025-01051,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,132,116.5,97,91,90.5,101,Not Available,TNEA2025-01052,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,113.5,84,104.5,88.5,89,93,Not Available,TNEA2025-01053,FASHION TECHNOLOGY,ft
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,127.5,114,104.5,100,83,119.5,Not Available,TNEA2025-01054,INFORMATION TECHNOLOGY,it
2651,"Jai Shriram Engineering College, Dharapuram Road, Tirupur-638660.",TIRUPPUR,109,93,104.5,83,83.5,101.5,Not Available,TNEA2025-01055,MECHANICAL ENGINEERING,me
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01056,Artificial Intelligence and Data Science,ad
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01057,BIO MEDICAL ENGINEERING,bm
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01058,CIVIL ENGINEERING,ce
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01059,COMPUTER SCIENCE AND ENGINEERING,cs
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01060,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01061,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",DINDIGUL,86.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01062,MECHANICAL ENGINEERING,me
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni-Po, Kangayam-Tk, Tiruppur-641604.",TIRUPPUR,195.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01063,CIVIL ENGINEERING,ce
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni-Po, Kangayam-Tk, Tiruppur-641604.",TIRUPPUR,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01064,COMPUTER SCIENCE AND ENGINEERING,cs
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni-Po, Kangayam-Tk, Tiruppur-641604.",TIRUPPUR,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01065,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni-Po, Kangayam-Tk, Tiruppur-641604.",TIRUPPUR,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01066,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni-Po, Kangayam-Tk, Tiruppur-641604.",TIRUPPUR,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-01067,MECHANICAL ENGINEERING,me
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,142,133.5,106.5,129.5,97.5,90.5,Not Available,TNEA2025-01068,Artificial Intelligence and Data Science,ad
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,89.5,133.5,106.5,129.5,97.5,90.5,Not Available,TNEA2025-01069,CIVIL ENGINEERING,ce
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,127,103,110.5,110,97.5,90.5,Not Available,TNEA2025-01070,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,147.5,137,95,130.5,97.5,90.5,Not Available,TNEA2025-01071,COMPUTER SCIENCE AND ENGINEERING,cs
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,134.5,110.5,99,106,113,90.5,Not Available,TNEA2025-01072,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1, 2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",COIMBATORE,98.5,89.5,88.5,89.5,84.5,90.5,Not Available,TNEA2025-01073,MECHANICAL ENGINEERING,me
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",Chennai,119,98,Not Available,102,Not Available,Not Available,Not Available,TNEA2025-01074,COMPUTER SCIENCE AND ENGINEERING,cs
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",Chennai,137.5,98,Not Available,102,Not Available,Not Available,Not Available,TNEA2025-01075,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",Chennai,137.5,98,Not Available,102,Not Available,Not Available,Not Available,TNEA2025-01076,MECHANICAL ENGINEERING,me
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",Chennai,132.5,98,Not Available,102,Not Available,Not Available,Not Available,TNEA2025-01077,MEDICAL ELECTRONICS,md
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,123.5,87.5,112,101,93,94.5,Not Available,TNEA2025-01078,AERONAUTICAL ENGINEERING,ae
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,123.5,87.5,112,101,93,94.5,Not Available,TNEA2025-01079,CIVIL ENGINEERING,ce
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,107,87.5,112,101,93,94.5,Not Available,TNEA2025-01080,COMPUTER AND COMMUNICATION ENGINEERING,co
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,108.5,87.5,112,101,95.5,94.5,Not Available,TNEA2025-01081,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,130,104.5,112,114,87,94.5,Not Available,TNEA2025-01082,COMPUTER SCIENCE AND ENGINEERING,cs
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,138.5,105,112,103.5,106,94.5,Not Available,TNEA2025-01083,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),am
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,80,105,112,103.5,106,94.5,Not Available,TNEA2025-01084,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TIRUVALLUR,133.5,103,112,96.5,93.5,94.5,Not Available,TNEA2025-01085,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
